,Price,Area,Ward,District
558,2500000,25,Thuận Phước,Hải Châu
559,1300000,25,Hòa Cường Nam,Hải Châu
560,2600000,30,Khuê Mỹ,Ngũ Hành Sơn
561,1200000,50,Hòa Phát,Cẩm Lệ
562,500000,30,Unknown W,Ngũ Hành Sơn
563,3500000,25,Khuê Mỹ,Ngũ Hành Sơn
564,3000000,20,Mỹ An,Ngũ Hành Sơn
565,3000000,20,Mỹ An,Ngũ Hành Sơn
566,2500000,40,Hòa Xuân,Cẩm Lệ
567,1500000,20,Khuê Trung,Cẩm Lệ
568,1200000,13,An Hải Đông,Sơn Trà
569,2800000,25,Unknown W,Ngũ Hành Sơn
570,1500000,18,An Hải Bắc,Sơn Trà
571,1500000,30,Hòa Xuân,Cẩm Lệ
572,2000000,24,Hòa Khánh Nam,Liên Chiểu
573,1800000,35,Hòa An,Cẩm Lệ
574,1100000,22,Hòa Khánh Bắc,Liên Chiểu
575,1500000,30,Khuê Mỹ,Ngũ Hành Sơn
576,1600000,20,Hòa Cường Bắc,Hải Châu
577,700000,12,Hòa Khánh Bắc,Liên Chiểu
578,1300000,20,Hòa Thọ Đông,Cẩm Lệ
579,1350000,40,Hòa Thọ Tây,Cẩm Lệ
580,2800000,20,Khuê Trung,Cẩm Lệ
581,3000000,20,Phước Mỹ,Sơn Trà
582,3800000,50,Mỹ An,Ngũ Hành Sơn
583,1000000,16,Hòa Minh,Liên Chiểu
584,1500000,16,Khuê Trung,Cẩm Lệ
585,2200000,16,Hòa Cường Bắc,Hải Châu
586,3000000,30,Thạc Gián,Thanh Khê
587,5500000,75,Mân Thái,Sơn Trà
588,2500000,23,Hòa Cường Bắc,Hải Châu
589,1800000,20,Mỹ An,Ngũ Hành Sơn
590,1800000,20,Hòa An,Cẩm Lệ
591,2500000,50,Hòa Xuân,Cẩm Lệ
592,1500000,25,Hòa Xuân,Cẩm Lệ
593,2000000,15,Hòa Thuận Tây,Hải Châu
594,700000,25,Hòa Minh,Liên Chiểu
595,700000,18,Hòa Thọ Tây,Cẩm Lệ
596,1100000,20,Hòa Khánh Bắc,Liên Chiểu
597,1700000,25,Hòa Minh,Liên Chiểu
598,3000000,20,Hòa Xuân,Cẩm Lệ
599,2000000,12,Thanh Bình,Hải Châu
600,2800000,28,Hòa Khánh Nam,Liên Chiểu
601,1000000,15,Hòa Khánh Bắc,Liên Chiểu
602,2200000,25,Unknown W,Ngũ Hành Sơn
603,1100000,22,Hòa Thọ Tây,Cẩm Lệ
604,6000000,50,Phước Mỹ,Sơn Trà
605,1400000,16,Unknown W,Ngũ Hành Sơn
606,2800000,26,An Hải Đông,Sơn Trà
607,1000000,100,Hòa Cường Nam,Hải Châu
608,3000000,30,Mỹ An,Ngũ Hành Sơn
609,2000000,16,Unknown W,Ngũ Hành Sơn
610,2500000,40,Thanh Khê Tây,Thanh Khê
611,1500000,20,Hòa Xuân,Cẩm Lệ
612,1500000,20,Unknown W,Ngũ Hành Sơn
613,3000000,20,Hòa Minh,Liên Chiểu
614,3500000,80,Nại Hiên Đông,Sơn Trà
615,1200000,15,Hòa Minh,Liên Chiểu
616,3800000,30,Phước Mỹ,Sơn Trà
617,3000000,35,Hòa Hiệp Nam,Liên Chiểu
618,2200000,24,An Khê,Thanh Khê
619,2000000,24,An Khê,Thanh Khê
620,2200000,24,An Khê,Thanh Khê
621,1800000,20,Hòa Khánh Bắc,Liên Chiểu
622,1000000,16,Hòa Khánh Bắc,Liên Chiểu
623,2000000,25,Thọ Quang,Sơn Trà
624,1200000,20,Hòa Minh,Liên Chiểu
625,5000000,40,Hòa Cường Nam,Hải Châu
626,4000000,24,Tam Thuận,Thanh Khê
627,3000000,53,Khuê Mỹ,Ngũ Hành Sơn
628,2000000,25,An Khê,Thanh Khê
629,3500000,30,Phước Mỹ,Sơn Trà
630,1900000,20,Phước Mỹ,Sơn Trà
631,1800000,20,Hòa Khánh Bắc,Liên Chiểu
632,2300000,25,Chính Gián,Thanh Khê
633,1000000,20,Khuê Mỹ,Ngũ Hành Sơn
634,1300000,4,Mỹ An,Ngũ Hành Sơn
635,1000000,25,Hòa Khánh Bắc,Liên Chiểu
636,2500000,32,Tân Chính,Thanh Khê
637,4000000,40,Hòa Cường Nam,Hải Châu
638,1000000,30,An Hải Đông,Sơn Trà
639,2000000,30,Unknown W,Ngũ Hành Sơn
640,2000000,15,Hòa Thuận Tây,Hải Châu
641,3500000,30,Hòa Khánh Bắc,Liên Chiểu
642,1300000,18,Hòa Minh,Liên Chiểu
643,1300000,18,Hòa Minh,Liên Chiểu
644,1300000,20,Hòa Khánh Nam,Liên Chiểu
645,1200000,16,Hòa Khánh Bắc,Liên Chiểu
646,2500000,25,Hòa Thuận Đông,Hải Châu
647,3800000,30,Phước Mỹ,Sơn Trà
648,1000000,15,Hòa Minh,Liên Chiểu
649,900000,12,Hòa Khánh Bắc,Liên Chiểu
650,2500000,35,Mỹ An,Ngũ Hành Sơn
651,2000000,30,Hòa Hiệp Nam,Liên Chiểu
652,3000000,25,Thuận Phước,Hải Châu
653,2900000,45,Hòa Xuân,Cẩm Lệ
654,1400000,15,Hòa Khê,Thanh Khê
655,3600000,26,Hòa Cường Bắc,Hải Châu
656,5500000,45,Mỹ An,Ngũ Hành Sơn
657,2000000,25,Unknown W,Ngũ Hành Sơn
658,1700000,25,Thạc Gián,Thanh Khê
659,3500000,45,Hòa Khánh Bắc,Liên Chiểu
660,1800000,24,Hòa Minh,Liên Chiểu
661,5000000,80,Mỹ An,Ngũ Hành Sơn
662,1500000,16,Khuê Trung,Cẩm Lệ
663,1000000,15,Thọ Quang,Sơn Trà
664,2300000,20,Hòa Xuân,Cẩm Lệ
665,800000,20,Hòa Khánh Bắc,Liên Chiểu
666,2500000,15,Hòa Thọ Đông,Cẩm Lệ
667,2000000,30,Hòa Cường Nam,Hải Châu
668,1800000,10,Mỹ An,Ngũ Hành Sơn
669,1500000,20,Hòa Phát,Cẩm Lệ
670,800000,20,Hòa Khánh Bắc,Liên Chiểu
671,1500000,15,Khuê Trung,Cẩm Lệ
672,1300000,24,Hòa Khánh Nam,Liên Chiểu
673,1500000,15,Hòa Thọ Tây,Cẩm Lệ
674,900000,20,Hòa Khánh Bắc,Liên Chiểu
675,2500000,50,Thạch Thang,Hải Châu
676,3500000,80,Hòa Khánh Nam,Liên Chiểu
677,2000000,90,Hòa Minh,Liên Chiểu
678,2000000,28,Hòa Khánh Nam,Liên Chiểu
679,300000,20,Phước Mỹ,Sơn Trà
680,5500000,20,Hòa Cường Nam,Hải Châu
681,2500000,30,Khuê Mỹ,Ngũ Hành Sơn
682,2700000,30,Khuê Trung,Cẩm Lệ
683,2000000,20,Thanh Bình,Hải Châu
684,4000000,40,Hòa Khánh Nam,Liên Chiểu
685,3000000,27,Nam Dương,Hải Châu
686,3000000,30,Hòa Xuân,Cẩm Lệ
687,1000000,40,Unknown W,Ngũ Hành Sơn
688,1800000,20,Hòa Minh,Liên Chiểu
689,1800000,18,Hòa Khánh Bắc,Liên Chiểu
690,3500000,30,Thạc Gián,Thanh Khê
691,3800000,30,An Hải Tây,Sơn Trà
692,1400000,20,Hòa Khánh Bắc,Liên Chiểu
693,1100000,25,Hòa Khánh Bắc,Liên Chiểu
694,2500000,30,Hòa Cường Nam,Hải Châu
695,4000000,20,Hòa Cường Bắc,Hải Châu
696,2000000,17,An Hải Đông,Sơn Trà
697,3500000,35,Unknown W,Ngũ Hành Sơn
698,1000000,13,Mỹ An,Ngũ Hành Sơn
699,2400000,147,Hòa Minh,Liên Chiểu
700,1800000,25,Hòa Minh,Liên Chiểu
701,3600000,40,Hòa Khánh Nam,Liên Chiểu
702,3000000,85,Thanh Khê Đông,Thanh Khê
703,6000000,45,Hòa Thuận Tây,Hải Châu
704,1600000,28,Hòa Khánh Bắc,Liên Chiểu
705,3500000,40,Hòa Cường Nam,Hải Châu
706,2500000,20,Khuê Trung,Cẩm Lệ
707,1000000,23,Mỹ An,Ngũ Hành Sơn
708,1700000,20,Hòa Minh,Liên Chiểu
709,1000000,16,Hòa Hiệp Bắc,Liên Chiểu
710,3000000,40,Bình Hiên,Hải Châu
711,1500000,25,Hòa Cường Bắc,Hải Châu
712,2500000,35,Chính Gián,Thanh Khê
713,1200000,30,Unknown W,Ngũ Hành Sơn
714,1600000,9,Hòa Xuân,Cẩm Lệ
715,1700000,20,Xuân Hà,Thanh Khê
716,2000000,25,Thọ Quang,Sơn Trà
717,900000,16,Hòa Khánh Bắc,Liên Chiểu
718,4000000,50,Unknown W,Ngũ Hành Sơn
719,2300000,50,Hòa Thuận Tây,Hải Châu
720,1500000,22,Hòa An,Cẩm Lệ
721,1000000,12,Hòa Khánh Nam,Liên Chiểu
722,2000000,50,Hòa An,Cẩm Lệ
723,2500000,33,Hòa Cường Nam,Hải Châu
724,1800000,22,Hòa Khánh Bắc,Liên Chiểu
725,1200000,18,Hòa Hiệp Nam,Liên Chiểu
726,2300000,15,Hòa Minh,Liên Chiểu
727,1500000,25,Unknown W,Ngũ Hành Sơn
728,4300000,45,Hòa Thuận Tây,Hải Châu
729,3000000,30,Hòa Minh,Liên Chiểu
730,1400000,20,Hòa Cường Bắc,Hải Châu
731,1000000,25,Phước Ninh,Hải Châu
732,5500000,35,An Hải Bắc,Sơn Trà
733,3490000,40,An Hải Tây,Sơn Trà
734,1600000,15,Hòa Cường Nam,Hải Châu
735,1800000,18,Hòa Thuận Đông,Hải Châu
736,2400000,35,Unknown W,Ngũ Hành Sơn
737,2000000,25,Hòa Hiệp Nam,Liên Chiểu
738,2900000,25,Hòa Thọ Đông,Cẩm Lệ
739,2000000,30,Thanh Khê Tây,Thanh Khê
740,1200000,15,Phước Mỹ,Sơn Trà
741,2500000,25,Xuân Hà,Thanh Khê
742,1400000,16,Unknown W,Ngũ Hành Sơn
743,1500000,15,Thanh Bình,Hải Châu
744,3000000,25,Hòa Cường Bắc,Hải Châu
745,3500000,25,Mỹ An,Ngũ Hành Sơn
746,2800000,30,Khuê Mỹ,Ngũ Hành Sơn
747,1800000,20,Khuê Trung,Cẩm Lệ
748,1500000,100,Hòa Cường Bắc,Hải Châu
749,1300000,20,An Hải Bắc,Sơn Trà
750,2500000,30,Chính Gián,Thanh Khê
751,1000000,20,Hòa Khánh Nam,Liên Chiểu
752,1200000,14,Hòa Khánh Nam,Liên Chiểu
753,4000000,100,Khuê Mỹ,Ngũ Hành Sơn
754,4000000,100,Khuê Mỹ,Ngũ Hành Sơn
755,2500000,120,Hòa Minh,Liên Chiểu
756,2000000,20,Tân Chính,Thanh Khê
757,3000000,35,Hòa Minh,Liên Chiểu
758,3500000,35,Hải Châu I,Hải Châu
759,1600000,16,Hòa Xuân,Cẩm Lệ
760,950000,20,Hòa Khánh Bắc,Liên Chiểu
761,1600000,20,Unknown W,Ngũ Hành Sơn
762,1300000,15,An Hải Bắc,Sơn Trà
763,1500000,20,An Hải Bắc,Sơn Trà
764,1600000,20,Hòa Khánh Nam,Liên Chiểu
765,1500000,30,Hòa Khánh Bắc,Liên Chiểu
766,4000000,40,Khuê Trung,Cẩm Lệ
767,1500000,20,Hòa Khánh Nam,Liên Chiểu
768,1500000,30,Hòa An,Cẩm Lệ
769,2600000,20,Bình Hiên,Hải Châu
770,1500000,20,Unknown W,Ngũ Hành Sơn
771,4000000,20,Hòa Cường Nam,Hải Châu
772,800000,23,Hòa Phát,Cẩm Lệ
773,3500000,25,Mỹ An,Ngũ Hành Sơn
774,2000000,24,Khuê Trung,Cẩm Lệ
775,1500000,20,An Hải Bắc,Sơn Trà
776,2000000,25,Mân Thái,Sơn Trà
777,2000000,20,Vĩnh Trung,Thanh Khê
778,1500000,20,An Khê,Thanh Khê
779,3000000,30,Hòa Xuân,Cẩm Lệ
780,2800000,25,Xuân Hà,Thanh Khê
781,2500000,32,An Hải Bắc,Sơn Trà
782,2000000,25,Unknown W,Ngũ Hành Sơn
783,2500000,25,Unknown W,Ngũ Hành Sơn
784,7000000,70,Chính Gián,Thanh Khê
785,2000000,40,Hòa Thọ Đông,Cẩm Lệ
786,1500000,27,Hòa Xuân,Cẩm Lệ
787,2000000,16,An Hải Đông,Sơn Trà
788,1200000,15,An Hải Bắc,Sơn Trà
789,3000000,35,Hòa Minh,Liên Chiểu
790,2300000,40,Hòa An,Cẩm Lệ
791,1500000,16,Hòa An,Cẩm Lệ
792,1100000,22,Hòa Minh,Liên Chiểu
793,1600000,18,Hòa Cường Bắc,Hải Châu
794,700000,12,Hòa Khánh Bắc,Liên Chiểu
795,850000,100,Thạch Thang,Hải Châu
796,2200000,24,Hòa Minh,Liên Chiểu
797,1700000,150,Unknown W,Ngũ Hành Sơn
798,1800000,18,Chính Gián,Thanh Khê
799,1800000,30,Hòa Khánh Bắc,Liên Chiểu
800,1400000,15,Hòa Cường Bắc,Hải Châu
801,1500000,25,Xuân Hà,Thanh Khê
802,2100000,20,Hòa Phát,Cẩm Lệ
803,3000000,25,Hòa An,Cẩm Lệ
804,3500000,40,Hòa Thuận Tây,Hải Châu
805,2200000,25,Chính Gián,Thanh Khê
806,3000000,30,Khuê Mỹ,Ngũ Hành Sơn
807,1300000,20,Hòa Khánh Nam,Liên Chiểu
808,3500000,100,Unknown W,Ngũ Hành Sơn
809,2500000,22,Hòa Minh,Liên Chiểu
810,1500000,26,An Khê,Thanh Khê
811,4500000,80,Hòa Cường Bắc,Hải Châu
812,1500000,22,Thọ Quang,Sơn Trà
813,1500000,30,Thọ Quang,Sơn Trà
814,2500000,25,Hòa Minh,Liên Chiểu
815,3500000,30,Khuê Mỹ,Ngũ Hành Sơn
816,1200000,9,Thanh Khê Tây,Thanh Khê
817,1800000,22,An Hải Đông,Sơn Trà
818,3000000,28,Hòa Cường Bắc,Hải Châu
819,1300000,20,Hòa Khánh Nam,Liên Chiểu
820,1800000,20,An Khê,Thanh Khê
821,1800000,23,Mỹ An,Ngũ Hành Sơn
822,3000000,15,An Hải Tây,Sơn Trà
823,1500000,12,Hòa Thuận Tây,Hải Châu
824,2000000,25,Khuê Trung,Cẩm Lệ
825,1400000,14,Hòa Khê,Thanh Khê
826,2200000,15,Thanh Khê Tây,Thanh Khê
827,2200000,25,Hòa Minh,Liên Chiểu
828,4500000,40,Thanh Bình,Hải Châu
829,3200000,25,Hòa Thọ Đông,Cẩm Lệ
830,1200000,15,Hòa Khánh Nam,Liên Chiểu
831,2500000,40,Hòa Minh,Liên Chiểu
832,1800000,25,Thọ Quang,Sơn Trà
833,2000000,18,Thuận Phước,Hải Châu
834,2500000,25,Hòa Minh,Liên Chiểu
835,1000000,15,Thanh Bình,Hải Châu
836,1400000,16,Khuê Trung,Cẩm Lệ
837,1500000,16,Khuê Trung,Cẩm Lệ
838,1700000,111111,Hòa Minh,Liên Chiểu
839,1800000,20,Hòa Cường Bắc,Hải Châu
840,2900000,30,Khuê Mỹ,Ngũ Hành Sơn
841,2000000,16,Khuê Trung,Cẩm Lệ
842,1500000,20,Hòa Cường Nam,Hải Châu
843,3500000,20,Hải Châu I,Hải Châu
844,2000000,17,Hòa Thuận Tây,Hải Châu
845,1700000,30,Thọ Quang,Sơn Trà
846,1500000,20,Thuận Phước,Hải Châu
847,3500000,65,Tân Chính,Thanh Khê
848,1500000,15,Hòa An,Cẩm Lệ
849,4000000,50,Thanh Khê Đông,Thanh Khê
850,1500000,22,Hòa Minh,Liên Chiểu
851,1800000,20,Hòa An,Cẩm Lệ
852,4200000,30,An Hải Tây,Sơn Trà
853,1100000,15,Hòa Thọ Tây,Cẩm Lệ
854,2500000,20,Hòa An,Cẩm Lệ
855,2200000,25,An Hải Bắc,Sơn Trà
856,1800000,25,Hòa Khánh Bắc,Liên Chiểu
857,1500000,15,Hòa Khánh Bắc,Liên Chiểu
858,3000000,50,Hòa Thuận Tây,Hải Châu
859,4000000,40,Hòa Cường Bắc,Hải Châu
860,2500000,40,Hòa Minh,Liên Chiểu
861,3200000,28,An Hải Tây,Sơn Trà
862,2500000,15,Thanh Khê Tây,Thanh Khê
863,1500000,16,Hòa Cường Nam,Hải Châu
864,2000000,20,Khuê Trung,Cẩm Lệ
865,2900000,25,Tân Chính,Thanh Khê
866,4300000,50,Hòa Minh,Liên Chiểu
867,2550000,70,Thạc Gián,Thanh Khê
868,950000,30,Hòa Khánh Bắc,Liên Chiểu
869,1650000,28,Hòa Minh,Liên Chiểu
870,1200000,15,Hòa Minh,Liên Chiểu
871,3500000,50,An Hải Đông,Sơn Trà
872,1500000,25,Hòa Cường Nam,Hải Châu
873,2220000,60,Unknown W,Ngũ Hành Sơn
874,1500000,15,Hòa Khê,Thanh Khê
875,1400000,25,Hòa Khánh Bắc,Liên Chiểu
876,2500000,28,Hòa Thọ Đông,Cẩm Lệ
877,2000000,15,Unknown W,Ngũ Hành Sơn
878,3200000,20,Mỹ An,Ngũ Hành Sơn
879,3800000,35,An Hải Bắc,Sơn Trà
880,4000000,60,Hòa Minh,Liên Chiểu
881,1500000,10,Thuận Phước,Hải Châu
882,1800000,20,Hòa Khánh Bắc,Liên Chiểu
883,2000000,20,An Hải Đông,Sơn Trà
884,2000000,40,Mân Thái,Sơn Trà
885,1100000,1,Hòa Minh,Liên Chiểu
886,5000000,30,Mỹ An,Ngũ Hành Sơn
887,1800000,22,Hòa Cường Nam,Hải Châu
888,2500000,28,Hòa Cường Nam,Hải Châu
889,2000000,25,Hòa Minh,Liên Chiểu
890,1200000,15,Hòa Thuận Tây,Hải Châu
891,2200000,25,Hòa Minh,Liên Chiểu
892,900000,18,Hòa Khánh Bắc,Liên Chiểu
893,3400000,20,Hòa Cường Bắc,Hải Châu
894,1800000,20,Hòa Khánh Bắc,Liên Chiểu
895,850000,15,Hòa Minh,Liên Chiểu
896,2500000,20,Hải Châu I,Hải Châu
897,7000000,50,Hòa Minh,Liên Chiểu
898,2300000,23,Thanh Khê Đông,Thanh Khê
899,1900000,25,Hòa Khê,Thanh Khê
900,2500000,40,Hòa Xuân,Cẩm Lệ
901,3200000,25,Unknown W,Ngũ Hành Sơn
902,1900000,30,Hòa Khánh Bắc,Liên Chiểu
903,1800000,29,Hòa Minh,Liên Chiểu
904,2000000,35,Hòa Minh,Liên Chiểu
905,5500000,45,Unknown W,Ngũ Hành Sơn
906,1800000,18,Unknown W,Sơn Trà
907,3000000,40,Unknown W,Hải Châu
908,1500000,22,Unknown W,Cẩm Lệ
909,1200000,20,Unknown W,Ngũ Hành Sơn
910,2500000,35,Hòa Xuân,Cẩm Lệ
911,2000000,30,Hòa Xuân,Cẩm Lệ
912,1400000,24,Unknown W,Ngũ Hành Sơn
913,5500000,55,Mỹ An,Ngũ Hành Sơn
914,1400000,24,Unknown W,Ngũ Hành Sơn
915,1700000,16,Mỹ An,Ngũ Hành Sơn
916,2000000,25,An Khê,Thanh Khê
917,1500000,15,Unknown W,Hải Châu
918,1850000,18,Hòa Thuận Đông,Hải Châu
919,3700000,40,Khuê Mỹ,Ngũ Hành Sơn
920,2000000,25,Unknown W,Sơn Trà
921,1800000,25,Phước Mỹ,Sơn Trà
922,2100000,25,Hòa Khánh Bắc,Liên Chiểu
923,1000000,16,Thanh Khê Tây,Thanh Khê
924,2000000,20,An Khê,Thanh Khê
925,1000000,18,Hòa Cường Nam,Hải Châu
926,1400000,17,Hòa Thuận Tây,Hải Châu
927,3000000,32,Thạch Thang,Hải Châu
928,1500000,22,Unknown W,Ngũ Hành Sơn
929,2500000,27,Hải Châu I,Hải Châu
930,1500000,50,Unknown W,Ngũ Hành Sơn
931,2500000,30,Hòa Cường Nam,Hải Châu
932,1500000,30,Unknown W,Ngũ Hành Sơn
933,1400000,20,Unknown W,Ngũ Hành Sơn
934,1000000,12,An Hải Đông,Sơn Trà
935,11000000,50,Thạch Thang,Hải Châu
936,6500000,70,Hòa Thuận Đông,Hải Châu
937,1400000,28,Unknown W,Ngũ Hành Sơn
938,6500000,60,Bình Thuận,Hải Châu
939,2500000,18,Hòa An,Cẩm Lệ
940,1800000,26,Hòa Phát,Cẩm Lệ
941,2500000,35,Khuê Trung,Cẩm Lệ
942,8000000,50,Thanh Khê Tây,Thanh Khê
943,1000000,50,Hòa Minh,Liên Chiểu
944,3200000,30,Mỹ An,Ngũ Hành Sơn
945,1500000,20,Mỹ An,Ngũ Hành Sơn
946,1300000,10,Mỹ An,Ngũ Hành Sơn
947,2500000,30,Phước Mỹ,Sơn Trà
948,1800000,22,Hòa Khánh Nam,Liên Chiểu
949,1700000,25,Hòa Minh,Liên Chiểu
950,1400000,17,Unknown W,Liên Chiểu
951,3000000,18,An Hải Đông,Sơn Trà
952,1500000,16,Mỹ An,Ngũ Hành Sơn
953,3000000,38,Thanh Khê Đông,Thanh Khê
954,2500000,28,Hòa Khánh Bắc,Liên Chiểu
955,1600000,20,Hòa Phát,Cẩm Lệ
956,1200000,15,Hòa Khánh Nam,Liên Chiểu
957,2000000,35,Hòa Thọ Tây,Cẩm Lệ
958,1800000,20,Hòa Minh,Liên Chiểu
959,1800000,20,Khuê Mỹ,Ngũ Hành Sơn
960,2500000,30,Mỹ An,Ngũ Hành Sơn
961,2500000,25,Hòa Minh,Liên Chiểu
962,2000000,20,Hòa Xuân,Cẩm Lệ
963,5000000,45,Mỹ An,Ngũ Hành Sơn
964,3500000,35,Unknown W,Hải Châu
965,3000000,35,Unknown W,Hải Châu
966,2500000,20,Vĩnh Trung,Thanh Khê
967,2300000,23,Hòa Xuân,Cẩm Lệ
968,2200000,30,Hòa An,Cẩm Lệ
969,3000000,27,An Hải Bắc,Sơn Trà
970,3500000,25,Hòa Xuân,Cẩm Lệ
971,5500000,45,An Hải Đông,Sơn Trà
972,4500000,30,Hòa Xuân,Cẩm Lệ
973,1000000,20,Unknown W,Hải Châu
974,3000000,20,Mỹ An,Ngũ Hành Sơn
975,2800000,25,Unknown W,Sơn Trà
976,3500000,40,Khuê Mỹ,Ngũ Hành Sơn
977,4500000,35,Unknown W,Thanh Khê
978,2500000,16,Hòa An,Cẩm Lệ
979,2500000,16,Hòa An,Cẩm Lệ
980,2500000,16,Hòa An,Cẩm Lệ
981,6000000,36,Hòa Cường Bắc,Hải Châu
982,5500000,33,Hòa Minh,Liên Chiểu
983,6000000,33,Hòa Cường Bắc,Hải Châu
984,1800000,20,Hòa An,Cẩm Lệ
985,4000000,30,Khuê Mỹ,Ngũ Hành Sơn
986,65000000,90,Mỹ An,Ngũ Hành Sơn
987,2500000,16,Hòa An,Cẩm Lệ
988,2500000,16,Unknown W,Cẩm Lệ
989,2000000,29,Unknown W,Liên Chiểu
990,1300000,15,Unknown W,Liên Chiểu
991,2000000,35,Unknown W,Liên Chiểu
992,3000000,30,Unknown W,Hải Châu
993,3000000,28,Unknown W,Hải Châu
994,2000000,25,Unknown W,Thanh Khê
995,3000000,18,Unknown W,Hải Châu
996,4000000,35,Unknown W,Ngũ Hành Sơn
997,10000000,450,Hòa Thọ Tây,Cẩm Lệ
998,12000000,70,An Hải Bắc,Sơn Trà
999,1800000,22,Unknown W,Ngũ Hành Sơn
1000,7500000,50,Mân Thái,Sơn Trà
1001,12000000,80,Hải Châu I,Hải Châu
1002,15000000,145,Mỹ An,Ngũ Hành Sơn
1003,7500000,60,Thuận Phước,Hải Châu
1004,4900000,35,An Hải Bắc,Sơn Trà
1005,5900000,50,Hòa Cường Bắc,Hải Châu
1006,8500000,100,Nại Hiên Đông,Sơn Trà
1007,16000000,102,Unknown W,Ngũ Hành Sơn
1008,4900000,35,An Hải Bắc,Sơn Trà
1009,2200000,20,Thanh Bình,Hải Châu
1010,2800000,25,Khuê Trung,Cẩm Lệ
1011,2000000,25,Hòa Khê,Thanh Khê
1012,3000000,30,Hòa Minh,Liên Chiểu
1013,2000000,32,An Hải Bắc,Sơn Trà
1014,2000000,15,Thọ Quang,Sơn Trà
1015,1500000,25,Xuân Hà,Thanh Khê
1016,3000000,40,Hải Châu I,Hải Châu
1017,5000000,36,Nam Dương,Hải Châu
1018,5500000,55,Hòa Cường Bắc,Hải Châu
1019,9000000,50,An Hải Bắc,Sơn Trà
1020,4500000,30,Hòa Khánh Nam,Liên Chiểu
1021,6900000,40,An Hải Bắc,Sơn Trà
1022,1500000,20,Tân Chính,Thanh Khê
1023,5500000,40,Phước Ninh,Hải Châu
1024,5000000,55,Khuê Mỹ,Ngũ Hành Sơn
1025,5700000,40,Vĩnh Trung,Thanh Khê
1026,4000000,25,Hòa Thuận Tây,Hải Châu
1027,4000000,100,Unknown W,Ngũ Hành Sơn
1028,34000000,200,Hòa Thuận Tây,Hải Châu
1029,5900000,60,Mỹ An,Ngũ Hành Sơn
1030,6200000,50,Mỹ An,Ngũ Hành Sơn
1031,6200000,60,Mỹ An,Ngũ Hành Sơn
1032,2500000,22,Khuê Trung,Cẩm Lệ
1033,1600000,12,Thạch Thang,Hải Châu
1034,1200000,14,Thanh Khê Tây,Thanh Khê
1035,1700000,20,Thọ Quang,Sơn Trà
1036,1400000,30,Hòa Khánh Bắc,Liên Chiểu
1037,1400000,14,Mỹ An,Ngũ Hành Sơn
1038,1000000,20,Hòa An,Cẩm Lệ
1039,1500000,20,Hòa Minh,Liên Chiểu
1040,1800000,38,Hòa Thọ Đông,Cẩm Lệ
1041,2000000,25,Hòa Khê,Thanh Khê
1042,3000000,25,Unknown W,Ngũ Hành Sơn
1043,4000000,60,Hòa Thọ Đông,Cẩm Lệ
1044,2000000,25,Hải Châu I,Hải Châu
1045,3700000,45,Khuê Mỹ,Ngũ Hành Sơn
1046,2500000,25,Mân Thái,Sơn Trà
1047,1500000,18,Hòa Khánh Bắc,Liên Chiểu
1048,1300000,20,Hòa Phát,Cẩm Lệ
1049,2100000,20,Unknown W,Ngũ Hành Sơn
1050,600000,20,Hòa Minh,Liên Chiểu
1051,650000,30,Hòa Thọ Tây,Cẩm Lệ
1052,3000000,30,Thanh Khê Đông,Thanh Khê
1053,1000000,20,Unknown W,Ngũ Hành Sơn
1054,2510000,22,Khuê Trung,Cẩm Lệ
1055,1300000,40,Mỹ An,Ngũ Hành Sơn
1056,2500000,20,Mân Thái,Sơn Trà
1057,1800000,18,Tân Chính,Thanh Khê
1058,2500000,15,An Hải Bắc,Sơn Trà
1059,3400000,30,Hòa Thuận Tây,Hải Châu
1060,3000000,20,Hòa Thuận Đông,Hải Châu
1061,2700000,22,Hòa Xuân,Cẩm Lệ
1062,2900000,20,Hòa Minh,Liên Chiểu
1063,1700000,35,Thanh Khê Tây,Thanh Khê
1064,2000000,30,Hòa Xuân,Cẩm Lệ
1065,2000000,25,Thọ Quang,Sơn Trà
1066,1500000,17,Thanh Khê Tây,Thanh Khê
1067,3800000,45,Hòa Khánh Bắc,Liên Chiểu
1068,2000000,30,Hòa An,Cẩm Lệ
1069,2500000,25,An Hải Bắc,Sơn Trà
1070,2300000,15,Thạc Gián,Thanh Khê
1071,1300000,24,Hòa Hiệp Nam,Liên Chiểu
1072,2000000,25,An Hải Bắc,Sơn Trà
1073,2500000,25,Phước Mỹ,Sơn Trà
1074,3900000,25,Hòa Xuân,Cẩm Lệ
1075,2500000,18,Hòa Cường Bắc,Hải Châu
1076,700000,17,Hòa Khánh Nam,Liên Chiểu
1077,3300000,35,Hòa Xuân,Cẩm Lệ
1078,2500000,40,Hòa Minh,Liên Chiểu
1079,2300000,25,Hòa Cường Nam,Hải Châu
1080,4500000,60,Thạch Thang,Hải Châu
1081,2000000,25,Hòa Xuân,Cẩm Lệ
1082,2000000,25,Khuê Trung,Cẩm Lệ
1083,1200000,15,Phước Mỹ,Sơn Trà
1084,1500000,20,Hòa Xuân,Cẩm Lệ
1085,2000000,20,Vĩnh Trung,Thanh Khê
1086,1000000,360,Hòa Cường Nam,Hải Châu
1087,2800000,25,Khuê Mỹ,Ngũ Hành Sơn
1088,2700000,25,Hòa Xuân,Cẩm Lệ
